,result
42732,1
42734,1
42738,1
42739,1
42740,1
42759,1
42760,1
42774,1
42777,1
42778,1
42780,1
42785,1
42796,1
42797,1
42802,1
42803,1
42804,1
42808,1
42810,1
42814,1
42817,1
42824,1
42830,1
42835,1
42836,1
42841,0
42842,0
42846,1
42851,1
42870,1
42876,1
42877,1
42888,1
42893,1
42897,1
42908,1
42909,1
42910,1
42915,1
42917,1
42920,1
42923,1
42926,1
42931,1
42934,1
42935,0
42937,1
42938,1
42945,1
42953,1
42955,1
42956,1
42957,1
42960,1
42966,1
42974,1
42979,1
42980,1
42986,1
42992,1
42996,1
42999,1
43000,1
43015,1
43016,1
43022,1
43023,1
43028,1
43033,1
43034,1
43037,1
43039,1
43041,1
43050,1
43051,1
43060,0
43069,1
43083,1
43084,1
43093,1
43099,1
43104,1
43105,1
43112,1
43113,1
43115,1
43123,1
43124,1
43141,1
43152,0
43159,1
43160,1
43161,1
43162,1
43165,1
43166,1
43173,1
43178,1
43180,1
43198,1
43210,1
43211,1
43215,1
43219,1
43229,1
43230,1
43231,1
43244,1
43255,1
43259,1
43260,1
43267,1
43271,1
43273,1
43287,1
43288,1
43289,1
43296,1
43297,1
43298,1
43305,1
43309,1
43320,1
43335,1
43336,1
43340,1
43341,1
43345,1
43376,1
43377,1
43385,1
43395,1
43402,1
43403,1
43404,1
43410,1
43415,1
43429,1
43430,1
43448,1
43452,1
43454,0
43455,1
43464,1
43472,1
43488,1
43492,1
43495,1
43507,1
43514,1
43515,1
43516,1
43520,1
43521,1
43528,1
43531,1
43533,1
43536,1
43550,1
43552,1
43553,1
43554,1
43555,1
43558,1
43559,1
43561,1
43577,1
43578,1
43580,0
43587,1
43593,1
43594,1
43603,1
43604,1
43609,1
43618,1
43623,1
43630,1
43635,1
43644,1
43650,1
43653,1
43654,1
43658,1
43662,1
43664,1
43672,1
43674,1
43676,1
43687,1
43693,1
43697,1
43701,1
43704,1
43706,1
43712,1
43722,1
43730,1
43739,1
43740,1
43743,1
43765,1
43774,1
43777,1
43778,1
43779,1
43780,1
43792,1
43795,1
43798,1
43810,1
43820,1
43824,1
43825,1
43841,1
43865,1
43877,1
43880,1
43886,1
43887,1
43889,1
43897,0
43899,1
43900,1
43912,0
43914,1
43924,1
43928,1
43931,1
43932,1
43934,1
43937,1
43941,1
43955,1
43958,1
43960,1
43965,1
43966,1
43975,1
43976,1
43978,1
43982,1
43988,1
43991,1
43992,1
43993,1
44023,1
44024,1
44026,1
44029,0
44030,1
44031,1
44034,1
44046,1
44058,1
44067,1
44074,1
44080,1
44086,1
44109,1
44110,1
44126,1
44135,0
44149,1
44178,1
44181,1
44182,1
44192,1
44195,1
44199,1
44201,1
44202,1
44206,1
44211,1
44212,1
44222,1
44230,1
44241,1
44243,1
44249,1
44253,1
44267,1
44268,1
44276,1
44281,1
44282,1
44283,1
44285,1
44291,1
44297,1
44303,1
44306,1
44311,0
44332,1
44338,1
44340,1
44343,1
44350,1
44359,1
44361,1
44364,1
44366,1
44369,1
44384,1
44385,1
44387,1
44395,1
44402,1
44403,0
44410,1
44412,1
44419,1
44428,1
44431,1
44437,1
44438,1
44440,1
44441,1
44443,1
44450,1
44452,1
44465,1
44473,1
44476,1
44479,1
44481,1
44486,1
44488,1
44489,1
44490,1
44498,1
44506,1
44511,1
44520,1
44524,1
44532,1
44533,1
44549,1
44554,1
44556,1
44563,1
44567,1
44573,1
44582,1
44595,1
44596,1
44600,1
44601,1
44602,1
44605,1
44606,1
44608,1
44612,1
44613,1
44614,1
44615,1
44620,1
44625,1
44629,1
44641,1
44642,1
44646,1
44670,1
44671,1
44681,1
44682,1
44684,1
44687,1
44689,1
44693,1
44699,1
44700,0
44728,1
44731,1
44737,1
44738,0
44760,1
44764,1
44773,1
44780,1
44781,1
44784,1
44791,1
44792,1
44794,1
44811,1
44821,1
44822,1
44831,0
44833,1
44849,1
44856,1
44866,1
44872,1
44874,1
44875,1
44878,1
44879,1
44880,1
44883,1
44893,1
44894,1
44920,1
44924,1
44926,1
44928,1
44938,1
44941,1
44956,1
44958,0
44971,1
44974,1
44978,1
44979,1
44983,1
44985,1
44993,1
44996,1
44999,1
45004,1
45006,0
45013,1
45014,1
45018,1
45019,1
45021,1
45022,1
45025,1
45030,1
45037,1
45039,1
45042,1
45045,1
45050,0
45051,1
45067,1
45069,1
45075,1
45079,1
45082,1
45083,1
45103,0
45112,1
45122,1
45127,1
45134,1
45141,1
45145,1
45149,1
45150,1
45157,1
45159,1
45161,1
45167,0
45168,1
45175,0
45177,1
45185,0
45212,1
45215,1
45222,1
45225,1
45236,1
45247,1
45253,1
45262,1
45264,1
45266,1
45269,1
45272,1
45274,1
45287,1
45291,1
45292,1
45309,1
45313,1
45318,1
45319,1
45321,1
45326,1
45330,1
45341,1
45348,1
45353,1
45356,1
45357,1
45367,1
45371,1
45374,0
45376,1
45382,1
45389,1
45400,1
45408,1
45414,1
45415,0
45417,1
45425,1
45430,1
45431,1
45432,1
45434,1
45438,0
45439,1
45442,1
45448,1
45449,0
45454,1
45457,1
45463,1
45464,1
45470,1
45477,1
45479,1
45480,1
45481,1
45485,1
45490,1
45493,1
45510,1
45511,1
45530,1
45534,1
45546,1
45558,1
45567,1
45577,1
45580,1
45581,1
45582,1
45586,1
45594,1
45598,1
45600,1
45602,1
45603,0
45607,1
45619,1
45622,1
45631,1
45637,1
45642,1
45644,1
45653,1
45654,1
45663,1
45665,1
45666,1
45669,1
45679,1
45684,1
45688,1
45692,1
45693,1
45694,0
45696,1
45698,1
45702,1
45703,1
45705,0
45710,1
45711,1
45713,1
45715,1
45716,1
45732,1
45733,1
45734,1
45735,1
45738,0
45747,1
45749,1
45751,1
45757,1
45758,1
45760,1
45763,1
45765,1
45767,1
45772,1
45773,1
45777,1
45778,1
45787,1
45792,1
45799,1
45804,1
45811,1
45813,1
45820,1
45824,1
45826,1
45829,0
45831,1
45834,0
45844,1
45850,1
45854,1
45855,1
45859,0
45861,1
45873,1
45880,1
45883,1
45887,1
45891,1
45892,0
45895,1
45897,1
45898,1
45899,1
45902,1
45904,1
45907,1
45913,1
45922,1
45924,1
45931,1
45937,1
45938,1
45945,1
45946,1
45947,1
45954,1
45958,1
45970,1
45973,1
45974,1
45976,1
45983,1
45986,1
45987,1
45990,1
45991,1
46000,1
46001,0
46002,0
46005,1
46012,1
46018,1
46026,1
46027,1
46028,1
46031,1
46033,1
46034,1
46043,1
46044,1
46048,1
46049,1
46052,1
46064,1
46069,1
46071,1
46076,1
46077,1
46080,1
46083,1
46086,1
46090,1
46095,1
46098,1
46108,1
46110,1
46112,1
46113,1
46115,1
46116,1
46119,1
46126,1
46133,1
46135,0
46140,1
46148,1
46151,1
46158,1
46169,1
46172,1
46175,1
46176,0
46178,1
46179,1
46185,1
46187,1
46194,1
46199,1
46202,1
46207,1
46211,1
46215,1
46219,1
46229,1
46232,1
46234,0
46247,1
46248,1
46251,1
46253,1
46254,1
46259,1
46265,1
46266,1
46272,1
46278,1
46287,1
46289,1
46295,1
46298,1
46305,0
46311,1
46312,1
46314,1
46316,1
46318,1
46321,1
46328,1
46334,1
46342,1
46354,1
46360,1
46367,1
46375,0
46384,1
46385,1
46394,1
46405,0
46415,1
46416,0
46440,0
46451,0
46460,0
46468,1
46469,0
46477,1
46479,1
46483,1
46492,1
46493,0
46495,0
46496,1
46497,1
46503,1
46506,1
46512,1
46513,1
46532,1
46549,1
46553,1
46554,1
46557,1
46558,1
46562,1
46564,1
46566,1
46588,1
46598,0
46602,1
46608,0
46613,1
46619,1
46629,1
46660,1
46661,1
46672,1
46679,1
46686,1
46696,1
46698,0
46700,1
46709,1
46714,1
46744,1
46749,0
46750,0
46759,1
46766,0
46767,1
46768,1
46800,1
46801,1
46812,1
46816,1
46821,1
46836,1
46837,1
46865,0
46889,1
46890,1
46895,1
46920,0
46933,1
46937,1
46962,1
46964,1
46967,1
46968,1
46969,0
47003,1
47004,1
47016,1
47033,1
47036,1
47040,1
47067,1
47076,1
47077,1
47078,1
47079,1
47100,1
47101,1
47111,0
47112,0
47113,0
47131,1
47137,1
47161,1
47193,1
47200,1
47209,1
47212,1
47228,1
47235,0
47258,1
47266,1
47290,1
47293,1
47294,0
47298,0
47309,1
47312,0
47318,0
47321,1
47334,0
47342,1
47343,1
47365,1
47381,1
47402,1
47404,1
47408,1
47410,0
47412,1
47413,1
47414,1
47415,0
47451,0
47464,1
47465,1
47478,0
47482,1
47494,1
47495,0
47502,1
47519,1
47541,1
47554,1
47558,1
47559,1
47565,0
47569,1
47579,1
47586,0
47607,1
47608,1
47654,0
47657,1
47665,1
47682,0
47691,1
47702,1
47724,1
47728,0
47740,1
47743,1
47767,1
47771,0
47777,1
47796,0
47799,1
47812,1
47825,0
47837,1
47844,1
47850,1
47855,0
47863,1
47890,0
47894,1
47895,0
47902,1
47908,1
47911,1
47913,1
47922,1
47930,1
47963,0
47964,0
47965,1
47973,1
47979,1
47980,1
47983,1
47984,1
47996,1
47997,1
48012,1
48015,0
48016,1
48033,0
48038,1
48040,0
48041,1
48042,0
48046,0
48048,1
48056,1
48057,1
48059,0
48062,0
48067,1
48068,1
48076,1
48077,0
48084,1
48091,0
48093,1
48112,1
48115,1
48117,1
48119,1
48122,1
48126,1
48143,1
48145,1
48148,1
48149,1
48159,0
48160,0
48164,1
48165,1
48166,1
48174,0
48175,0
48200,1
48215,1
48216,1
48238,1
48244,1
48257,1
48259,1
48262,1
48264,0
48271,0
48272,1
48292,1
48306,0
48307,1
48323,1
48330,1
48376,0
48377,1
48401,1
48409,1
48413,0
48416,1
48417,1
48421,1
48422,1
48423,1
48430,1
48431,1
48448,0
48487,1
48494,1
48495,1
48503,1
48519,1
48531,1
48540,0
48543,1
48548,0
48562,0
48575,1
48579,1
48580,1
48591,1
48592,0
48597,0
48598,1
48625,0
48634,0
48674,0
48677,1
48691,1
48733,0
48739,1
48741,1
48748,1
48749,1
48759,1
48768,1
48783,0
48788,1
48791,0
48793,1
48801,0
48803,0
48804,0
48806,1
48812,1
48813,1
48843,0
48856,1
48857,1
48859,1
48867,0
48922,1
48924,0
48925,0
48930,1
48953,0
48958,1
48974,0
48976,0
49004,0
49006,0
49019,1
49024,1
49028,0
49039,0
49058,1
49068,0
49081,1
49088,1
49089,0
49094,1
49129,1
49138,0
49145,1
49148,1
49170,1
49184,1
49194,1
49195,1
49206,1
49212,0
49222,1
49238,1
49242,1
49251,1
49253,1
49258,1
49259,1
49267,0
49277,1
49279,0
49284,0
49291,0
49292,1
49301,0
49303,1
49307,0
49352,1
49367,1
49370,1
49371,0
49375,0
49386,0
49394,1
49395,0
49414,1
49415,1
49432,1
49441,1
49444,1
49447,1
49450,0
49452,0
49455,1
49458,0
49464,1
49468,1
49473,1
49504,1
49511,1
49520,1
49529,1
49533,0
49534,1
49535,1
49536,1
49558,0
49586,1
49588,0
49604,1
49624,1
49635,0
49636,0
49638,1
49653,1
49654,1
49657,1
49662,1
49684,1
49685,1
49701,1
49713,0
49743,0
49745,1
49746,0
49775,1
49779,0
49780,1
49783,1
49784,0
49804,1
49826,1
49834,0
49841,0
49864,1
49866,1
49873,1
49890,1
49891,1
49903,0
49911,1
49916,1
49924,1
49925,1
49936,0
49958,1
49962,1
50018,0
50033,1
50038,1
50046,0
50049,1
50054,1
50057,1
50059,1
50060,0
50061,1
50063,0
50071,0
50079,1
50093,0
50097,0
50104,0
50119,1
50122,0
50126,0
50131,0
50133,0
50134,1
50138,1
50153,0
50176,1
50186,1
50189,1
50195,1
50201,0
50209,0
50213,1
50223,1
50224,1
50227,1
50228,1
50229,1
50236,1
50237,1
50269,1
50277,0
50285,1
50289,0
50301,1
50303,1
50314,0
50315,1
50323,0
50329,1
50334,1
50336,0
50341,0
50353,1
50358,0
50368,0
50380,1
50386,1
50393,0
50407,1
50414,1
50427,0
50432,1
50450,1
50455,0
50466,1
50467,0
50478,1
50482,0
50484,0
50485,1
50487,1
50504,1
50509,0
50513,0
50528,0
50534,1
50538,0
50544,0
50561,1
50571,1
50578,0
50600,1
50603,1
50607,1
50609,1
50610,1
50617,0
50623,1
50630,0
50637,1
50658,0
50662,0
50680,1
50685,0
50706,1
50709,1
50721,1
50734,1
50741,0
50745,1
50761,1
50765,1
50768,0
50794,0
50795,1
50798,1
50800,0
50801,0
50805,1
50808,0
50816,1
50818,1
50825,1
50835,1
50839,1
50840,0
50842,0
50850,0
50856,0
50892,1
50894,1
50897,0
50900,0
50902,0
50904,0
50916,0
50919,1
50925,0
50928,1
50948,1
50961,1
50966,1
50968,0
50970,1
50974,1
50985,0
50995,1
51005,1
51016,1
51021,0
51023,1
51028,0
51030,1
51031,1
51036,0
51042,1
51050,1
51059,1
51068,0
51078,1
51095,0
51098,0
51100,0
51108,1
51114,0
51115,1
51116,1
51122,0
51128,1
51129,1
51149,0
51156,1
51176,1
51180,1
51181,1
51191,1
51193,1
51196,1
51203,0
51222,1
51223,0
51227,1
51229,1
51230,1
51232,1
51233,1
51238,0
51241,0
51242,1
51244,0
51248,1
51255,1
51275,0
51279,1
51283,0
51290,1
51297,0
51303,1
51305,0
51306,0
51308,1
51327,1
51339,1
51341,0
51352,0
51354,1
51355,1
51358,1
51363,1
51365,0
51371,1
51379,1
51384,1
51386,1
51392,1
51393,1
51396,1
51407,1
51408,1
51410,1
51413,1
51414,1
51415,1
51425,1
51433,1
51437,1
51441,1
51451,1
51453,1
51456,1
51457,1
51460,1
51465,1
51485,1
51493,1
51509,1
51529,1
51562,1
51565,1
51567,1
51570,1
51571,1
51574,1
51578,1
51590,1
51591,1
51596,1
51597,1
51607,1
51609,1
51625,1
51631,1
51636,1
51656,1
51657,1
51667,1
51672,1
51674,1
51681,1
51682,1
51688,1
51701,1
51714,1
51716,1
51718,1
51732,1
51733,1
51736,1
51744,1
51753,1
51760,1
51761,1
51766,1
51781,1
51784,1
51793,1
51802,1
51805,1
51806,1
51807,1
51808,1
51812,1
51817,1
51818,0
51838,1
51846,1
51851,1
51852,1
51856,1
51857,1
51874,1
51891,1
51898,1
51899,1
51903,1
51928,1
51932,1
51938,1
51939,1
51942,1
51958,1
51963,1
51984,1
52000,1
52004,1
52006,1
52016,1
52018,1
52025,1
52030,1
52038,1
52044,1
52049,1
52075,1
52083,1
52101,1
52107,1
52116,1
52117,1
52130,1
52142,1
52143,1
52161,1
52162,1
52164,1
52183,1
52216,1
52228,1
52232,1
52241,1
52244,1
52266,1
52277,1
52283,1
52284,1
52285,1
52289,1
52302,1
52303,1
52310,1
52311,1
52329,1
52335,1
52336,1
52338,1
52340,1
52345,1
52350,1
52353,1
52356,1
52360,1
52372,1
52373,1
52409,1
52410,1
52417,1
52427,1
52428,1
52440,1
52444,1
52447,1
52449,1
52456,1
52466,1
52479,1
52480,1
52502,1
52505,1
52509,1
52513,1
52522,1
52525,1
52535,1
52536,1
52537,1
52544,1
52551,1
52568,1
52569,1
52574,0
52612,1
52617,1
52619,1
52638,1
52672,1
52677,1
52682,1
52685,1
52691,1
52724,1
52731,1
52734,1
52745,1
52746,1
52749,1
52750,1
52754,1
52781,1
52791,1
52796,1
52801,1
52802,1
52808,1
52815,1
52820,1
52821,1
52825,1
52837,1
52848,1
52864,1
52866,1
52867,1
52880,1
52886,1
52890,1
52896,1
52897,1
52898,0
52917,1
52918,1
52924,1
52930,1
52940,1
52953,1
52955,1
52979,1
52986,1
52989,1
52999,1
53005,1
53017,1
53027,1
53036,1
53037,1
53044,1
53048,1
53049,1
53054,1
53057,1
53063,1
53065,1
53069,1
53074,1
53079,1
53087,1
53088,1
53089,1
53090,1
53091,1
53092,1
53095,1
53103,1
53114,1
53122,1
53148,1
53153,1
53164,1
53165,1
53171,1
53178,1
53185,1
53201,1
53205,1
53214,1
53229,1
53233,1
53249,1
53250,1
53254,1
53262,1
53281,1
53293,1
53295,1
53304,1
53308,1
53309,1
53318,1
53327,1
53330,1
53359,1
53369,1
53377,1
53388,1
53392,1
53400,1
53401,1
53408,1
53431,1
53448,1
53450,1
53453,1
53454,1
53457,1
53476,1
53477,1
53484,1
53500,1
53513,1
53516,1
53531,1
53535,1
53556,1
53572,0
53573,1
53574,1
53581,1
53591,1
53598,1
53599,1
53609,1
53628,1
53629,1
53634,1
53636,1
53647,1
53650,1
53654,1
53662,1
53668,1
53672,1
53699,1
53708,1
53709,1
53710,1
53752,1
53754,1
53756,1
53762,1
53773,1
53781,1
53788,1
53798,1
53804,1
53820,1
53831,1
53832,1
53833,1
53838,1
53849,1
53853,1
53856,1
53863,1
53880,1
53948,1
53950,1
53963,1
53991,1
54018,1
54032,1
54034,1
54056,1
54071,1
54072,1
54087,1
54102,0
54128,1
54133,1
54144,1
54147,1
54148,1
54151,1
54169,1
54170,1
54173,1
54183,1
54186,1
54198,1
54201,1
54202,1
54208,1
54210,1
54211,1
54213,1
54248,1
54249,1
54250,1
54260,1
54276,1
54284,1
54290,1
54297,1
54302,1
54308,1
54321,1
54327,1
54329,1
54336,1
54347,1
54352,1
54354,1
54356,1
54373,1
54375,1
54390,1
54421,1
54430,1
54435,1
54436,1
54449,1
54450,1
54451,1
54452,1
54454,1
54455,1
54465,1
54467,1
54468,1
54473,1
54488,1
54512,1
54514,0
54534,1
54537,1
54547,1
54552,1
54560,1
54564,1
54567,1
54575,1
54578,1
54595,1
54598,1
54618,1
54622,1
54644,1
54656,1
54674,1
54675,1
54677,1
54694,1
54697,1
54698,1
54706,1
54714,1
54722,1
54725,1
54732,1
54747,1
54748,1
54756,1
54761,1
54765,1
54767,1
54780,1
54783,1
54800,1
54801,1
54807,1
54817,1
54846,1
54866,1
54906,1
54914,1
54923,1
54936,1
54937,1
54955,1
54966,1
54969,1
54980,1
54985,1
54988,1
54989,1
55018,1
55019,1
55022,1
55027,1
55037,1
55049,1
55063,1
55064,1
55069,1
55075,1
55077,1
55084,1
55085,1
55100,1
55126,1
55137,1
55149,1
55169,1
55178,1
55198,1
55203,1
55217,1
55234,1
55239,1
55256,1
55262,1
55282,1
55305,1
55317,1
55318,1
55332,1
55350,1
55356,1
55372,1
55374,1
55383,1
55399,1
55412,1
55416,1
55417,1
55421,1
55430,1
55431,0
55433,1
55434,1
55438,1
55449,1
55469,1
55477,1
55478,1
55479,1
55486,1
55490,1
55491,1
55496,1
55497,1
55521,1
55522,1
55525,1
55526,1
55529,1
55542,1
55572,1
55585,1
55595,1
55602,1
55608,1
55614,1
55616,1
55617,1
55623,1
55643,1
55649,1
55665,1
55667,1
55668,1
55677,1
55682,1
55702,1
55714,1
55717,1
55726,1
55735,1
55761,1
55773,1
55825,1
55826,1
55828,1
55838,1
55848,0
55864,1
55868,1
55878,1
55897,1
55918,1
55937,1
55938,1
55946,1
55962,1
55975,1
55983,1
55984,1
55989,1
56012,1
56022,1
56042,1
56047,1
56049,1
56072,1
56075,1
56099,1
56105,1
56117,1
56118,1
56125,1
56134,1
56136,1
56139,0
56142,1
56146,1
56150,1
56163,1
56166,1
56176,1
56182,1
56197,1
56201,1
56223,1
56224,1
56227,1
56228,1
56257,1
56260,1
56273,1
56278,1
56283,1
56286,1
56291,1
56297,1
56315,1
56325,1
56326,1
56345,1
56356,1
56376,1
56403,1
56409,1
56429,1
56445,1
56451,1
56456,1
56458,1
56459,1
56469,1
56482,1
56483,1
56493,1
56518,1
56532,1
56540,1
56558,1
56571,1
56572,1
56596,1
56599,1
56602,1
56634,1
56665,1
56668,1
56673,1
56675,1
56687,1
56703,1
56707,1
56709,1
56720,1
56722,1
56732,1
56733,1
56734,1
56738,1
56746,1
56747,1
56756,1
56767,1
56771,1
56780,1
56785,1
56796,1
56801,1
56828,1
56866,1
56868,1
56869,1
56877,1
56889,1
56891,1
56901,1
56906,1
56919,1
56931,1
56945,1
56964,1
56965,1
56970,1
56983,1
56987,1
56994,1
57028,1
57029,1
57052,1
57058,1
57070,1
57086,1
57089,1
57091,1
57132,1
57138,1
57147,1
57158,1
57178,1
57182,1
57185,1
57197,1
57216,1
57239,1
57247,1
57282,1
57304,1
57305,1
57308,1
57323,0
57324,0
57344,1
57350,1
57356,1
57359,1
57364,1
57366,1
57369,1
57386,1
57387,1
57400,1
57403,1
57405,1
57408,1
57427,1
57438,1
57464,1
57473,1
57475,1
57484,1
57488,1
57491,1
57493,1
57504,1
57511,1
57514,1
57520,1
57521,1
57537,1
57541,1
57542,1
57545,1
57548,1
57550,1
57557,1
57559,1
57571,1
57586,1
57590,1
57593,1
57601,1
57612,1
57638,1
57652,1
57654,1
57686,1
57692,1
57695,1
57712,1
57713,0
57718,1
57719,1
57740,1
57768,1
57773,1
57786,1
57792,1
57795,1
57802,0
57809,1
57815,1
57820,1
57824,1
57825,1
57837,1
57839,1
57847,1
57867,1
57868,1
57875,1
57879,1
57900,1
57905,1
57911,1
57922,1
57934,1
57939,1
57945,1
57949,1
57951,1
57953,1
57956,1
57957,1
57971,1
57985,1
57986,0
57989,1
57994,1
57997,1
58004,1
58008,1
58011,1
58013,1
58021,1
58030,1
58032,1
58036,1
58038,1
58042,1
58043,1
58050,1
58051,1
58053,1
58054,1
58070,1
58075,1
58087,1
58091,1
58092,1
58097,1
58099,1
58100,1
58101,1
58129,0
58130,1
58132,1
58145,1
58157,1
58171,1
58172,1
58196,1
58217,1
58222,1
58223,1
58224,1
58227,1
58237,1
58246,1
58247,1
58270,1
58275,1
58278,1
58285,1
58302,1
58313,0
58317,0
58341,0
58344,1
58345,1
58349,1
58350,1
58352,1
58353,0
58366,1
58369,0
58372,1
58373,1
58374,1
58375,1
58395,0
58404,1
58411,1
58420,1
58431,1
58445,1
58456,1
58458,1
58459,1
58467,1
58483,1
58484,1
58514,1
58516,1
58518,1
58529,0
58546,1
58551,1
58579,1
58584,1
58594,1
58603,1
58606,1
58609,1
58617,1
58629,0
58632,1
58642,1
58645,1
58648,0
58653,1
58655,1
58656,1
58660,1
58667,1
58670,1
58690,0
58724,0
58740,1
58752,1
58758,0
58759,1
58762,1
58779,1
58780,1
58788,1
58819,0
58821,1
58823,1
58827,1
58828,1
58833,1
58834,1
58849,1
58851,1
58864,0
58865,0
58870,1
58878,1
58881,1
58882,1
58913,0
58914,0
58919,1
58925,1
58926,1
58935,1
58936,1
58969,1
58970,1
58971,0
58984,1
58997,1
59004,1
59005,1
59008,1
59011,0
59012,0
59016,1
59044,1
59057,1
59058,1
59073,1
59077,1
59079,1
59087,1
59090,1
59094,1
59103,1
59141,1
59142,1
59150,1
59156,1
59158,1
59160,1
59161,1
59195,1
59230,1
59238,1
59244,1
59249,1
59250,1
59256,1
59271,1
59272,1
59279,1
59290,1
59293,1
59299,0
59305,1
59307,1
59312,1
59315,1
59327,0
59331,1
59337,1
59338,1
59340,1
59341,1
59353,0
59354,0
59357,0
59358,1
59365,1
59369,1
59370,1
59386,1
59401,0
59403,1
59426,1
59427,1
59432,1
59434,1
59442,1
59452,1
59462,0
59470,1
59477,1
59481,1
59482,1
59488,0
59504,1
59511,1
59512,1
59517,1
59522,1
59529,1
59545,1
59552,1
59555,1
59571,1
59572,1
59585,1
59586,1
59591,0
59597,1
59598,1
59607,1
59620,0
59625,1
59626,1
59638,1
59653,1
59660,1
59667,1
59671,0
59687,1
59688,1
59695,1
59698,1
59712,1
59722,1
59726,1
59734,1
59745,0
59757,1
59758,1
59770,0
59777,1
59778,1
59785,1
59787,1
59794,1
59795,1
59798,1
59801,1
59820,1
59829,1
59831,1
59842,1
59867,1
59868,0
59876,1
59889,1
59893,1
59900,1
59904,1
59921,1
59923,0
59937,1
59950,1
59951,1
59952,1
59955,1
59956,0
59962,1
59978,1
59986,1
59996,1
60000,1
60001,1
60002,1
60014,1
60015,1
60046,0
60057,0
60065,1
60073,1
60075,1
60076,0
60077,1
60085,0
60093,1
60101,1
60102,1
60106,1
60107,1
60117,1
60120,1
60129,1
60147,1
60154,0
60157,1
60159,1
60165,1
60197,1
60198,1
60203,1
60225,1
60231,1
60236,1
60243,1
60246,1
60254,0
60262,1
60279,1
60283,0
60287,0
60290,1
60297,1
60327,1
60336,1
60341,1
60350,1
60360,1
60368,1
60381,1
60387,1
60390,1
60424,1
60425,0
60428,1
60432,1
60442,1
60446,1
60447,1
60454,0
60457,0
60458,1
60468,1
60482,1
60483,1
60484,0
60485,0
60487,1
60496,1
60497,1
60503,1
60515,1
60517,1
60520,1
60530,1
60543,1
60548,1
60551,1
60553,0
60596,1
60597,0
60598,1
60600,0
60608,0
60612,0
60626,1
60647,1
60660,1
60683,1
60686,0
60690,1
60696,1
60698,1
60702,1
60709,1
60735,1
60736,0
60737,1
60774,1
60789,1
60791,1
60813,1
60828,1
60840,0
60858,0
60870,1
60871,1
60874,1
60875,1
60888,1
60894,1
60901,1
60907,1
60917,1
60918,1
60929,1
60941,1
60946,0
60960,1
60974,0
60987,1
60997,0
61000,1
61001,1
61011,0
61020,1
61030,1
61036,0
61039,0
61044,1
61060,1
61068,1
61078,0
61082,1
61086,1
61098,1
61106,1
61111,1
61118,1
61132,1
61133,0
61141,1
61154,1
61156,0
61161,1
61192,1
61193,1
61194,1
61195,1
61196,1
61202,1
61205,1
61212,0
61228,1
61238,0
61248,1
61255,1
61288,1
61289,0
61291,1
61295,1
61308,1
61317,0
61331,0
61350,1
61358,0
61360,1
61371,1
61372,1
61373,1
61378,0
61379,0
61380,1
61382,1
61384,1
61390,1
61396,0
61413,1
61414,1
61419,0
61436,1
61445,1
61458,1
61459,0
61462,1
61489,1
61491,1
61501,1
61507,0
61514,1
61517,1
61524,0
61528,1
61539,1
61547,1
61565,1
61586,1
61613,0
61621,0
61622,1
61631,1
61644,1
61646,1
61648,1
61660,1
61666,1
61675,1
61678,1
61680,1
61681,1
61686,0
61692,1
61694,1
61700,0
61710,1
61716,0
61723,1
61741,1
61742,1
61747,1
61766,0
61776,1
61794,1
61804,1
61806,1
61826,0
61829,1
61831,1
61837,1
61839,1
61842,1
61862,1
61869,1
61870,1
61879,0
61898,1
61905,1
61910,1
61926,0
61942,1
61943,1
61949,0
61951,1
61956,0
61961,0
61963,1
61971,1
61987,1
61991,0
61999,1
62000,1
62008,0
62015,1
62025,1
62026,1
62029,1
62034,1
62046,0
62054,1
62068,0
62071,0
62072,0
62078,1
62085,1
62090,1
62104,1
62107,1
62134,0
62137,1
62161,0
62183,1
62189,0
62193,0
62201,1
62204,1
62206,1
62208,1
62220,1
62225,1
62229,1
62232,1
62243,1
62249,1
62254,1
62255,0
62261,1
62263,1
62272,1
62275,1
62303,1
62309,1
62313,1
62325,1
62336,0
62340,1
62345,1
62347,1
62349,1
62352,1
62354,1
62355,0
62360,1
62361,1
62362,1
62364,1
62379,1
62381,1
62396,1
62397,1
62409,1
62411,1
62412,1
62413,1
62422,1
62424,1
62429,1
62434,1
62439,1
62447,1
62448,0
62456,1
62460,1
62464,1
62472,1
62492,0
62501,1
62514,1
62515,1
62517,1
62523,1
62524,1
62529,1
62530,1
62533,1
62541,1
62543,1
62549,1
62552,1
62558,1
62560,1
62563,1
62564,1
62569,1
62571,1
62577,1
62582,1
62587,1
62589,1
62593,1
62594,1
62595,1
62599,1
62602,1
62603,1
62604,1
62605,1
62607,1
62615,1
62621,1
62622,1
62630,1
62632,1
62633,1
62638,1
62644,1
62645,1
62651,0
62661,1
62663,1
62664,1
62665,1
62668,1
62670,1
62674,1
62675,1
62676,1
62679,1
62680,0
62683,1
62684,1
62688,0
62689,1
62700,1
62721,1
62725,1
62729,1
62731,1
62732,1
62733,1
62746,1
62748,1
62755,1
62758,1
62761,1
62767,1
62773,1
62774,1
62776,1
62782,1
62783,1
62784,1
62788,1
62805,1
62806,1
62815,1
62816,1
62817,1
62818,1
62822,1
62828,1
62831,1
62843,1
62844,1
62856,1
62870,1
62878,1
62879,1
62882,1
62887,1
62889,1
62894,1
62896,1
62897,1
62898,1
62920,1
62922,1
62930,1
